序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
539,000756,新华制药,14.94,3.89,0.56,94699.0,139523813.12,5.01,14.96,14.24,14.27,14.38,1.56,1.9,30.47,2.0,10408450519.0,7453555706.0,0.07,0.13,-4.6,-3.05
540,300006,莱美药业,5.07,3.89,0.19,261530.0,130135601.68,5.12,5.07,4.82,4.84,4.88,1.02,2.48,-39.74,3.05,5353469809.0,5353011953.0,0.2,0.2,-4.16,-1.36
541,688765,禾元生物-U,66.0,3.89,2.47,12458.0,81415327.0,4.82,66.24,63.18,63.5,63.53,1.13,3.04,-149.39,8.15,23595000000.0,2704599018.0,-0.05,0.11,-5.02,-4.5
542,000952,广济药业,7.23,3.88,0.27,79455.0,56729610.26,5.6,7.25,6.86,6.89,6.96,0.83,2.31,-19.32,2.6,2507004951.0,2487076873.0,0.14,0.0,-0.14,2.84
543,688393,安必平,23.57,3.88,0.88,17170.0,39811880.0,6.26,23.75,22.33,22.4,22.69,1.03,1.84,-49.04,1.85,2205390665.0,2205390665.0,0.13,0.17,-0.13,-0.51
544,301498,乖宝宠物,52.85,3.87,1.97,37813.0,198286425.49,5.76,53.24,50.31,50.38,50.88,1.65,2.11,30.94,4.72,21164989594.0,9483946188.0,-0.04,0.04,-22.19,-18.88
545,002349,精华制药,7.26,3.86,0.27,184531.0,132074198.0,5.15,7.27,6.91,6.92,6.99,0.98,2.27,25.61,2.23,6023439832.0,5910953392.0,0.14,0.14,-1.09,0.0
546,603439,三力制药,11.04,3.86,0.41,33053.0,35928370.0,4.89,11.04,10.52,10.59,10.63,1.32,0.82,41.91,3.06,4514589585.0,4458395985.0,0.18,0.18,-6.68,-5.64
547,000633,合金投资,6.72,3.86,0.25,104412.0,69065233.72,5.56,6.72,6.36,6.4,6.47,0.87,2.71,267.42,13.17,2587914827.0,2587895675.0,0.3,0.3,-7.82,-6.8
548,600080,金花股份,8.6,3.86,0.32,75760.0,64355353.0,5.56,8.64,8.18,8.2,8.28,1.06,2.03,69.82,2.03,3210124451.0,3210124451.0,0.0,0.23,8.86,14.06
549,920207,众诚科技,27.97,3.86,1.04,28521.0,77798274.45,6.65,28.32,26.53,27.09,26.93,0.89,5.06,3277.36,8.66,2578694150.0,1575115670.0,0.0,1.71,31.01,25.71
550,688348,昱能科技,67.16,3.85,2.49,85005.0,553184451.0,8.66,67.79,62.19,62.99,64.67,0.85,5.44,-80.06,3.06,10495592535.0,10495592535.0,-0.01,0.22,32.52,33.28
551,688251,井松智能,36.4,3.85,1.35,39927.0,144678824.0,7.33,37.38,34.81,35.0,35.05,1.09,4.0,110.86,4.26,3661929726.0,3636479756.0,0.28,0.44,21.41,23.81
552,301035,润丰股份,76.88,3.85,2.85,17160.0,131560825.25,5.39,77.6,73.61,74.03,74.03,1.26,0.61,18.2,2.96,21585672481.0,21552906225.0,-0.05,-0.23,7.09,13.04
553,002136,安 纳 达,12.71,3.84,0.47,105121.0,131801946.18,6.29,12.78,12.01,12.12,12.24,0.96,4.9,-29.52,2.53,2732904200.0,2725732710.0,0.0,0.0,2.67,4.7
554,688499,利元亨,50.63,3.84,1.87,57246.0,285335097.0,6.36,51.1,48.0,48.17,48.76,1.03,3.39,167.61,3.69,8542724461.0,8542724461.0,0.12,0.2,-10.58,-12.28
555,002897,意华股份,60.77,3.84,2.25,110700.0,649525026.46,6.73,60.83,56.89,57.75,58.52,0.92,6.07,32.78,4.29,11782129896.0,11085980194.0,0.0,0.23,24.78,12.39
556,001215,千味央厨,36.23,3.84,1.34,32824.0,117976711.8,7.17,36.79,34.29,34.79,34.89,1.46,3.39,49.09,1.89,3520122959.0,3506444938.0,0.56,1.23,-9.52,-5.9
557,002237,恒邦股份,14.65,3.83,0.54,344323.0,497129103.05,5.6,14.67,13.88,13.98,14.11,0.85,2.89,32.85,1.58,20949066477.0,17468015517.0,0.07,0.07,10.07,9.17
558,300890,翔丰华,31.54,3.82,1.16,91541.0,283946448.2,6.42,31.65,29.7,29.7,30.38,1.11,8.41,141.29,1.83,3757788135.0,3432921877.0,0.1,0.13,6.02,5.84
559,688388,嘉元科技,41.63,3.82,1.53,310991.0,1283353271.0,10.55,43.12,38.89,40.17,40.1,1.24,6.96,314.43,2.56,18590667637.0,18590667637.0,0.14,0.0,6.77,1.59
560,688180,君实生物-U,33.7,3.82,1.24,186959.0,628632641.0,6.59,34.3,32.16,32.3,32.46,1.4,2.44,-39.53,5.74,34599448653.0,25827483563.0,-0.06,0.03,-3.44,-1.35
561,000656,*ST金科,1.36,3.82,0.05,1193875.0,160268476.95,5.34,1.37,1.3,1.31,1.31,1.63,1.57,-1.01,-0.39,14462351020.0,10349803668.0,0.74,0.0,-8.11,-5.56
562,300194,福安药业,4.09,3.81,0.15,205351.0,82510328.92,5.08,4.09,3.89,3.9,3.94,1.29,2.12,21.95,1.09,4865923642.0,3960527843.0,0.25,0.25,-9.71,-7.67
563,603010,万盛股份,10.9,3.81,0.4,97022.0,104428857.0,5.71,10.93,10.33,10.35,10.5,0.95,1.65,-6.69,2.45,6426406664.0,6426406664.0,-0.09,-0.18,2.83,3.61
564,600872,中炬高新,18.86,3.8,0.69,155408.0,292559745.0,6.05,19.04,17.94,17.99,18.17,1.78,2.02,28.99,2.58,14682684040.0,14540832737.0,-0.11,-0.11,9.78,7.46
565,600961,株冶集团,17.2,3.8,0.63,216422.0,369305966.0,7.36,17.39,16.17,16.21,16.57,1.0,2.88,16.13,5.04,18453410492.0,12931173246.0,-0.12,-0.12,3.61,6.83
566,002989,中天精装,26.49,3.8,0.97,37634.0,98372170.4,9.01,27.07,24.77,24.9,25.52,1.14,2.05,-64.56,3.57,5340578490.0,4856387647.0,0.11,-0.15,-8.66,-14.11
567,301219,腾远钴业,61.69,3.8,2.26,66250.0,405272478.27,6.41,62.52,58.71,58.72,59.43,1.05,2.29,18.15,1.94,18181102958.0,17825781142.0,-0.11,0.11,-6.8,-9.65
568,688230,芯导科技,62.48,3.79,2.28,11818.0,73196438.0,9.0,64.02,58.6,60.2,60.2,1.22,1.0,69.22,3.24,7347648000.0,7347648000.0,0.27,0.24,-2.18,-13.28
569,603320,迪贝电气,20.28,3.79,0.74,33770.0,67567764.0,6.09,20.49,19.3,19.42,19.54,1.15,2.26,34.9,2.6,3024684997.0,3024684997.0,0.0,0.05,9.56,6.4
570,300305,裕兴股份,6.3,3.79,0.23,70267.0,43613673.0,5.11,6.31,6.0,6.02,6.07,0.61,2.19,-9.38,1.15,2365022344.0,2025298151.0,0.16,0.16,6.06,5.88
571,300142,沃森生物,12.06,3.79,0.44,429192.0,510434698.54,5.68,12.11,11.45,11.48,11.62,0.91,2.75,108.52,2.24,19288143404.0,18819664021.0,0.08,0.08,9.34,10.85
572,001366,播恩集团,13.95,3.79,0.51,41920.0,57613010.0,6.03,13.95,13.14,13.41,13.44,0.66,2.61,-168.77,2.79,2241486000.0,2241486000.0,0.0,0.36,4.89,4.34
573,688293,奥浦迈,44.6,3.79,1.63,8106.0,35764651.0,6.28,44.9,42.2,42.72,42.97,0.62,0.71,139.08,2.42,5799606760.0,5076378868.0,0.2,0.09,-14.95,-8.98
574,603032,德新科技,18.4,3.78,0.67,62678.0,113846208.0,5.7,18.46,17.45,17.57,17.73,1.14,2.71,86.7,3.78,4291384160.0,4262599936.0,0.0,0.05,-8.68,-3.97
575,002891,中宠股份,38.71,3.78,1.41,133282.0,519582902.65,8.26,40.08,37.0,37.12,37.3,1.68,4.34,26.75,4.07,11886376330.0,11886376330.0,0.0,0.05,-27.33,-25.21
576,601020,华钰矿业,28.11,3.77,1.02,309173.0,858467598.0,6.61,28.4,26.61,26.65,27.09,0.95,3.77,21.57,5.39,23049207661.0,23049207661.0,-0.07,0.0,3.38,4.65
577,688573,信宇人,19.82,3.77,0.72,19119.0,37329125.0,7.54,19.98,18.54,18.76,19.1,0.73,3.59,-4.11,6.14,1937491970.0,1054745580.0,0.46,0.46,-13.26,-13.03
578,688429,时创能源,15.98,3.77,0.58,83427.0,130516469.0,7.79,16.08,14.88,14.98,15.4,0.68,6.96,-18.99,4.65,6392012784.0,1914839727.0,0.13,-0.13,21.52,22.08
579,000833,粤桂股份,25.6,3.77,0.93,537654.0,1370067668.93,6.85,26.1,24.41,24.41,24.67,1.23,11.85,34.7,5.26,20533304858.0,11614771866.0,0.0,0.12,36.53,31.55
580,300035,中科电气,23.96,3.77,0.87,741201.0,1726733120.12,7.28,23.98,22.3,22.58,23.09,1.04,12.71,30.66,3.35,16422823037.0,13977021195.0,0.04,0.55,10.21,12.54
581,300211,*ST亿通,8.25,3.77,0.3,33548.0,27271889.0,5.16,8.28,7.87,7.87,7.95,0.85,1.13,-100.83,5.41,2507420215.0,2450956415.0,0.73,0.24,0.0,-2.6
582,688586,江航装备,14.09,3.76,0.51,93959.0,131474898.0,7.66,14.4,13.36,13.4,13.58,0.88,1.19,202.67,4.5,11149968708.0,11149968708.0,0.07,0.21,18.3,8.05
583,002102,能特科技,3.31,3.76,0.12,710341.0,232176029.0,6.9,3.32,3.1,3.14,3.19,1.09,3.27,13.57,2.47,8194324675.0,7192245987.0,0.0,0.0,2.16,-0.6
584,000697,ST炼石,9.67,3.76,0.35,79391.0,75291675.0,6.01,9.75,9.19,9.29,9.32,0.72,1.22,-26.06,4.04,13500173861.0,6315548055.0,-0.1,0.0,8.77,11.79
585,300121,阳谷华泰,12.13,3.76,0.44,129243.0,155371826.4,6.07,12.18,11.47,11.5,11.69,0.76,3.01,27.37,1.53,5400697336.0,5208135211.0,0.0,0.08,-8.73,-3.88
586,000505,京粮控股,6.92,3.75,0.25,175916.0,120210295.91,6.0,6.95,6.55,6.58,6.67,1.08,2.78,-18.91,1.76,5030495737.0,4376071925.0,0.0,0.14,-18.68,-18.68
587,600267,海正药业,10.24,3.75,0.37,154216.0,155554587.0,5.27,10.27,9.75,9.85,9.87,1.18,1.29,19.98,1.44,12276205527.0,12275314647.0,0.1,0.0,1.59,3.54
588,300125,*ST聆达,8.86,3.75,0.32,121963.0,108478585.9,6.44,9.05,8.5,8.55,8.54,2.13,3.38,-34.59,-3.56,5899430885.0,3196779719.0,0.0,-0.23,42.22,16.12
589,301060,兰卫医学,9.98,3.74,0.36,65468.0,64390373.0,4.89,9.99,9.52,9.58,9.62,0.97,1.82,-4489.56,2.53,3997159660.0,3594641879.0,0.0,0.0,4.39,7.89
590,600714,金瑞矿业,18.63,3.73,0.67,290895.0,548041353.0,9.24,19.53,17.87,18.01,17.96,1.17,10.09,88.15,6.98,5368723966.0,5368723966.0,-0.05,-0.16,46.92,51.96
591,002566,益盛药业,8.06,3.73,0.29,58404.0,46333855.0,5.02,8.06,7.67,7.71,7.77,0.77,2.52,82.92,1.2,2667469896.0,1868231172.0,0.25,0.37,4.27,5.64
592,603977,国泰集团,17.0,3.72,0.61,473585.0,804942298.0,9.03,17.56,16.08,16.38,16.39,1.76,7.62,41.69,3.16,10561111076.0,10561111076.0,0.18,-0.12,16.52,22.3
593,002250,联化科技,15.91,3.72,0.57,212626.0,336061055.37,7.43,16.24,15.1,15.11,15.34,1.1,2.38,34.0,2.18,14316982882.0,14239064278.0,0.13,-0.06,26.37,18.91
594,002125,湘潭电化,13.7,3.71,0.49,279255.0,379426239.66,7.42,13.91,12.93,12.95,13.21,1.09,4.44,41.11,2.83,8623969749.0,8623969749.0,0.07,0.0,-6.74,-3.25
595,000153,丰原药业,6.43,3.71,0.23,87788.0,55622683.15,5.48,6.44,6.1,6.13,6.2,1.03,1.91,22.35,1.42,2987927906.0,2950524436.0,0.0,-0.16,0.16,2.55
596,600490,鹏欣资源,7.54,3.71,0.27,514986.0,383983913.0,6.88,7.63,7.13,7.16,7.27,0.66,2.58,53.47,2.63,16685168576.0,15024365250.0,0.0,0.13,-5.99,-2.46
597,300212,易华录,11.47,3.71,0.41,305536.0,346085908.06,7.23,11.61,10.81,10.87,11.06,0.86,4.37,-11.58,30.36,8257166080.0,8011929474.0,0.09,0.09,-28.31,-34.27
598,300779,惠城环保,87.53,3.71,3.13,72130.0,626339648.02,9.75,90.5,82.27,83.0,84.4,1.43,4.48,478.88,13.07,17587691924.0,14095878466.0,0.0,0.15,-36.47,-32.73
599,688172,燕东微,40.55,3.71,1.45,148920.0,593780012.0,11.28,41.61,37.2,38.6,39.1,0.76,1.91,-147.74,3.16,57889913833.0,31555238942.0,0.47,0.47,44.82,40.12
600,300957,贝泰妮,38.44,3.7,1.37,81975.0,312786572.82,6.47,39.0,36.6,36.64,37.07,1.19,1.94,44.92,2.68,16283184000.0,16283184000.0,-0.18,-0.16,-4.99,-2.21
601,300206,理邦仪器,14.31,3.7,0.51,76164.0,107744560.0,6.3,14.42,13.55,13.66,13.8,0.6,2.25,24.24,3.87,8294982481.0,4842211575.0,-0.14,0.0,11.28,11.88
602,300055,万邦达,11.24,3.69,0.4,385016.0,428925743.38,6.0,11.3,10.65,10.85,10.84,1.05,6.08,282.24,1.82,9405065571.0,7113226627.0,-0.09,0.09,51.28,37.91
603,688046,药康生物,14.63,3.69,0.52,36299.0,52265542.0,5.88,14.68,13.85,13.86,14.11,0.57,0.89,41.54,2.68,5998300000.0,5998300000.0,0.14,0.34,-2.73,-4.75
604,688067,爱威科技,27.08,3.68,0.96,14009.0,37222852.0,7.35,27.12,25.2,25.85,26.12,0.77,2.06,63.62,3.58,1841440000.0,1841440000.0,0.0,0.07,10.67,10.26
605,688013,天臣医疗,36.65,3.68,1.3,13482.0,48939573.0,5.01,36.78,35.01,35.5,35.35,0.88,1.66,35.37,5.27,2974352740.0,2974352740.0,-0.19,-0.05,-22.27,-23.77
606,688548,广钢气体,23.68,3.68,0.84,275257.0,650580097.0,7.22,24.4,22.75,23.0,22.84,0.92,3.98,109.19,5.2,31243356977.0,16367829167.0,-0.08,-0.21,65.02,62.86
607,301258,富士莱,31.8,3.68,1.13,11051.0,34677316.0,6.13,31.9,30.02,30.3,30.67,0.8,1.24,29.79,1.52,2915106000.0,2832267000.0,0.09,0.06,-3.55,-2.15
608,300119,瑞普生物,18.66,3.67,0.66,53930.0,99324265.68,5.56,18.73,17.73,17.73,18.0,0.99,1.61,17.95,1.86,8672322814.0,6250391312.0,-0.05,0.0,-4.01,-0.59
609,301500,飞南资源,19.56,3.66,0.69,118704.0,229596773.89,7.84,19.88,18.4,18.41,18.87,0.83,8.24,41.15,2.35,10991781179.0,2817631066.0,-0.05,0.05,28.35,24.67
610,688238,和元生物,6.8,3.66,0.24,120368.0,80899796.0,5.95,6.83,6.44,6.49,6.56,0.69,1.88,-20.0,3.01,4413449560.0,4359790760.0,0.0,-0.15,0.74,2.1
611,688005,容百科技,30.3,3.66,1.07,259747.0,778069463.0,6.77,30.78,28.8,28.89,29.23,1.03,3.63,-118.74,2.71,21656181741.0,21652948186.0,0.03,0.1,2.47,-14.41
612,002177,御银股份,7.66,3.65,0.27,597942.0,452479760.43,6.63,7.72,7.23,7.3,7.39,0.76,8.86,374.05,3.41,5830725312.0,5169879257.0,0.0,0.39,12.81,-18.6
613,300468,四方精创,32.12,3.65,1.13,323199.0,1026848031.31,8.65,32.69,30.01,30.29,30.99,0.92,6.1,229.4,10.36,17044454713.0,17016985368.0,0.06,0.0,-3.89,-17.28
614,002438,江苏神通,17.06,3.65,0.6,106450.0,178641237.09,6.44,17.11,16.05,16.13,16.46,0.73,2.27,27.71,2.36,8658589085.0,7999104179.0,-0.06,0.18,11.58,7.3
615,002391,长青股份,6.24,3.65,0.22,97289.0,60064808.78,4.98,6.26,5.96,6.0,6.02,0.9,2.1,58.14,0.95,4053457512.0,2896113861.0,0.0,0.32,5.94,5.23
616,002368,太极股份,20.74,3.65,0.73,121183.0,250695637.82,6.5,21.1,19.8,19.87,20.01,1.34,1.95,2395.72,2.49,12925816872.0,12867712393.0,0.05,-0.1,-13.0,-15.31
617,002709,天赐材料,46.11,3.64,1.62,1414491.0,6453344086.02,7.31,46.88,43.63,43.9,44.49,1.38,9.4,68.86,5.25,93782741077.0,69365157147.0,0.04,-0.04,8.7,-0.37
618,688409,富创精密,88.31,3.64,3.1,57221.0,504825500.0,4.27,89.67,86.03,86.16,85.21,1.24,1.87,-2894.95,6.02,27041473187.0,27041473187.0,-0.12,-0.12,23.58,31.02
619,300003,乐普医疗,16.24,3.64,0.57,310089.0,497584363.71,5.93,16.33,15.4,15.45,15.67,0.93,1.96,22.86,1.93,29936759875.0,25641074244.0,-0.06,-0.06,2.53,2.72
620,300110,华仁药业,3.13,3.64,0.11,250727.0,77213881.0,5.63,3.14,2.97,2.98,3.02,0.93,2.12,50.85,2.73,3700326634.0,3696053010.0,0.32,0.0,-2.19,-0.63
621,603020,爱普股份,10.82,3.64,0.38,55118.0,59053720.0,5.27,10.85,10.3,10.3,10.44,0.96,1.44,27.74,1.25,4146632715.0,4146632715.0,0.09,0.0,5.66,6.71
622,301256,华融化学,13.13,3.63,0.46,119724.0,156685050.5,7.18,13.33,12.42,12.54,12.67,1.16,2.49,87.79,3.65,6302400000.0,6302400000.0,-0.08,-0.15,-11.7,-3.38
623,600963,岳阳林纸,4.85,3.63,0.17,316466.0,151802629.0,5.77,4.9,4.63,4.64,4.68,0.84,1.8,-36.28,1.12,8524204092.0,8524204092.0,0.0,0.21,8.5,3.85
624,688291,金橙子,39.38,3.63,1.38,17923.0,70065588.0,7.0,39.98,37.32,37.32,38.0,1.09,1.75,108.49,4.15,4043014646.0,4043014646.0,0.13,0.15,7.3,-7.82
625,000078,海王生物,3.15,3.62,0.11,627338.0,195083060.1,5.92,3.16,2.98,3.0,3.04,1.07,2.39,241.84,4.55,8288038260.0,8273289585.0,0.0,0.0,-15.32,-8.96
626,688332,中科蓝讯,117.2,3.62,4.09,18413.0,214196160.0,7.14,119.26,111.18,111.51,113.11,1.33,1.53,9.98,2.67,14134109040.0,14134109040.0,-0.03,0.04,-7.07,-10.75
627,300883,龙利得,6.58,3.62,0.23,100393.0,65176590.45,5.51,6.62,6.27,6.3,6.35,0.7,3.04,4749.31,1.6,2276680000.0,2175838704.0,0.3,0.15,-2.37,-2.52
628,688069,德林海,28.62,3.62,1.0,26127.0,73765789.0,6.34,28.85,27.1,27.18,27.62,1.44,2.31,61.83,2.49,3234060000.0,3234060000.0,0.42,0.28,35.32,27.6
629,300519,新光药业,15.44,3.62,0.54,24324.0,37000864.0,4.9,15.45,14.72,14.75,14.9,0.84,2.13,40.87,2.98,2470400000.0,1761704000.0,0.26,0.26,0.52,3.62
630,600281,华阳新材,5.46,3.61,0.19,117252.0,63510106.0,5.88,5.5,5.19,5.2,5.27,0.86,2.28,30.58,21.5,2808635057.0,2808635057.0,-0.36,-0.18,-9.9,-7.46
631,603976,正川股份,19.54,3.61,0.68,15265.0,29285444.0,5.41,19.62,18.6,18.68,18.86,0.92,1.01,135.62,2.51,2954521275.0,2954521275.0,-0.15,-0.2,-0.26,1.09
632,600645,中源协和,31.88,3.61,1.11,248049.0,793366527.0,8.77,32.88,30.18,30.3,30.77,1.26,5.3,103.69,4.02,14918210613.0,14912512860.0,0.09,0.09,25.81,26.51
633,601606,长城军工,42.83,3.6,1.49,468271.0,2011208394.0,9.39,43.86,39.98,39.98,41.34,1.33,6.47,-1309.4,14.02,31018702372.0,31018702372.0,0.0,0.05,-9.03,-10.99
634,688591,泰凌微,36.0,3.6,1.25,48555.0,174236983.0,8.03,36.8,34.01,34.15,34.75,1.27,2.88,67.64,3.52,8666767296.0,6063744816.0,-0.39,-0.22,-16.18,-15.41
635,301111,粤万年青,19.0,3.6,0.66,30426.0,57136264.83,5.29,19.0,18.03,18.16,18.34,0.96,1.9,-280.46,4.06,3040000000.0,3040000000.0,0.0,0.05,-4.28,-0.16
636,300174,元力股份,16.69,3.6,0.58,104635.0,171763307.67,5.77,16.74,15.81,15.85,16.11,1.2,2.89,26.42,1.76,6078670908.0,6045027190.0,0.0,0.06,5.97,8.38
637,600525,ST长园,5.47,3.6,0.19,130278.0,69620128.0,5.87,5.48,5.17,5.21,5.28,0.78,0.99,-16.5,1.92,7213727431.0,7213727431.0,0.18,0.18,55.4,54.96
638,002425,凯撒文化,3.45,3.6,0.12,163627.0,56010743.64,5.11,3.47,3.3,3.33,3.33,1.04,1.71,-23.0,1.14,3300494478.0,3298410098.0,0.0,0.0,-5.99,-2.54
639,603898,好莱客,16.15,3.59,0.56,87297.0,138338040.0,5.64,16.27,15.39,15.6,15.59,0.93,2.8,120.27,1.6,5028222751.0,5028222751.0,0.06,-0.31,21.25,21.34
640,600869,远东股份,14.13,3.59,0.49,1046780.0,1467489083.0,9.16,14.45,13.2,13.34,13.64,1.33,4.72,140.28,7.36,31359454301.0,31359454301.0,-0.07,-0.07,80.46,75.53
641,000159,国际实业,6.64,3.59,0.23,179756.0,117590086.79,5.15,6.66,6.33,6.34,6.41,0.97,3.74,119.04,1.57,3191754994.0,3191667844.0,0.0,0.0,18.57,14.88
642,600370,三房巷,2.6,3.59,0.09,2002998.0,519349678.0,6.77,2.64,2.47,2.49,2.51,0.71,5.14,-16.28,2.05,10131369864.0,10131369864.0,0.0,0.0,19.82,15.04
643,603718,海利生物,4.62,3.59,0.16,115581.0,52558727.0,4.93,4.62,4.4,4.41,4.46,0.85,1.78,111.11,1.97,3011799714.0,2998286214.0,0.0,0.22,-26.08,-24.26
644,301090,华润材料,7.79,3.59,0.27,141515.0,109523745.76,5.32,7.86,7.46,7.47,7.52,0.74,0.96,-90.29,1.82,11470474509.0,11458511951.0,0.13,0.0,12.57,10.65
645,688709,成都华微,42.86,3.58,1.48,55373.0,234317316.0,7.83,43.64,40.4,40.4,41.38,0.97,2.5,116.0,8.93,27295263534.0,9504044318.0,-0.02,-0.05,-0.02,-6.81
646,688099,晶晨股份,82.2,3.58,2.84,107520.0,874529085.0,7.56,83.22,77.22,77.51,79.36,1.08,2.55,39.74,4.71,34619813389.0,34619813389.0,0.0,0.27,-6.28,-5.77
647,000710,贝瑞基因,10.41,3.58,0.36,83349.0,85887384.15,5.17,10.48,9.96,10.03,10.05,0.93,2.53,-52.51,2.27,3680158451.0,3430406498.0,0.0,-0.1,-7.71,-7.79
648,600230,沧州大化,18.26,3.57,0.63,188719.0,341495146.0,6.58,18.5,17.34,17.53,17.63,0.99,4.56,119.04,1.88,7558928134.0,7558928134.0,0.0,0.05,38.12,19.66
649,600610,中毅达,9.28,3.57,0.32,298970.0,275265261.0,7.03,9.41,8.78,8.8,8.96,0.9,4.22,196.04,82.77,9941428334.0,6576983822.0,0.11,0.11,-5.5,-6.55
650,002855,捷荣技术,12.21,3.56,0.42,54982.0,66868642.0,6.53,12.38,11.61,11.65,11.79,0.99,2.23,-7.97,9.2,3008784317.0,3006434503.0,0.0,0.0,-24.95,-25.46
651,603639,海利尔,13.39,3.56,0.46,51382.0,68579270.0,4.02,13.5,12.98,12.99,12.93,1.54,1.51,16.89,1.31,4681789880.0,4550970919.0,0.07,0.07,5.18,5.43
652,300635,中达安,13.66,3.56,0.47,59704.0,79947441.0,5.23,13.74,13.05,13.19,13.19,0.76,4.96,1463.49,5.07,1912591240.0,1644858341.0,0.0,0.0,-16.09,-14.78
653,002706,良信股份,10.77,3.56,0.37,436334.0,462936743.69,6.83,10.89,10.18,10.24,10.4,0.75,4.77,29.82,2.97,12096056465.0,9854437884.0,0.0,-0.09,8.24,-0.09
654,603948,建业股份,26.45,3.56,0.91,19410.0,50953193.0,7.36,26.98,25.1,25.28,25.54,1.12,1.19,18.34,2.05,4297838467.0,4297838467.0,-0.11,-0.04,1.15,-3.11
655,000810,创维数字,11.08,3.55,0.38,158553.0,173455086.78,4.95,11.1,10.57,10.62,10.7,1.41,1.43,111.32,1.98,12744167015.0,12305516419.0,0.18,0.27,-1.6,-5.94
656,002728,特一药业,11.07,3.55,0.38,201006.0,219744664.37,5.33,11.07,10.5,10.54,10.69,1.29,6.06,69.58,3.12,5682339619.0,3674426488.0,0.09,0.09,-1.51,2.03
657,002227,奥 特 迅,9.37,3.54,0.32,39919.0,36867535.0,5.75,9.37,8.85,8.85,9.05,0.72,1.62,-35.16,2.43,2321943813.0,2304427497.0,0.11,0.21,-22.37,-22.18
658,600250,南京商旅,12.91,3.53,0.44,486238.0,618360309.0,7.06,13.0,12.12,12.21,12.47,1.64,15.55,159.59,6.42,4038137026.0,4038137026.0,0.08,0.55,7.58,12.16
659,300205,*ST天喻,6.46,3.53,0.22,117965.0,76365720.56,8.81,6.7,6.15,6.15,6.24,1.37,2.74,-16.75,2.83,2778161760.0,2778161760.0,0.0,0.31,62.72,34.58
660,002390,信邦制药,3.23,3.53,0.11,314403.0,99911509.35,4.81,3.23,3.08,3.1,3.12,0.87,1.63,30.91,0.93,6278641534.0,6226852896.0,0.62,0.31,-1.52,0.31
661,300497,富祥药业,19.09,3.52,0.65,1229073.0,2322608323.3,10.47,19.94,18.01,18.01,18.44,1.59,27.88,-193.77,4.7,10282808150.0,8415686895.0,-0.1,0.21,28.9,26.34
662,688095,福昕软件,72.25,3.51,2.45,15871.0,112644002.0,5.63,72.28,68.35,69.0,69.8,0.71,1.74,239.84,2.52,6600725609.0,6600725609.0,0.14,0.26,-15.2,-19.07
663,603303,得邦照明,13.85,3.51,0.47,23863.0,32728408.0,7.32,14.18,13.2,13.2,13.38,1.22,0.5,24.99,2.08,6605682364.0,6605682364.0,-0.14,-0.29,8.2,7.45
664,688203,海正生材,12.1,3.51,0.41,18746.0,22429122.0,5.3,12.16,11.54,11.69,11.69,0.79,0.92,266.18,1.66,2452404623.0,2452404623.0,0.33,-0.08,-2.1,-5.32
665,002828,贝肯能源,12.96,3.51,0.44,261550.0,332034752.0,5.99,13.11,12.36,12.36,12.52,1.06,13.51,67.33,3.74,2604799296.0,2508563196.0,0.08,0.23,18.79,21.58
666,603345,安井食品,87.44,3.5,2.96,41589.0,359426283.0,5.26,87.8,83.36,83.8,84.48,1.14,1.42,23.03,1.93,29142784214.0,25645647646.0,-0.22,-0.02,6.63,10.29
667,002537,海联金汇,7.99,3.5,0.27,391773.0,309420904.79,5.57,8.05,7.62,7.64,7.72,0.75,3.35,35.07,2.22,9380393793.0,9341905963.0,0.13,0.0,-0.99,-11.81
668,300583,赛托生物,14.19,3.5,0.48,29227.0,41017795.2,5.18,14.21,13.5,13.6,13.71,0.83,1.57,-29.16,1.52,2691873168.0,2641453260.0,0.0,-0.07,2.83,3.65
669,603166,福达股份,13.59,3.5,0.46,141281.0,191512954.0,6.7,13.85,12.97,13.07,13.13,1.65,2.21,27.72,3.3,8774392347.0,8707325697.0,-0.07,0.0,-9.7,-13.44
670,688559,海目星,52.4,3.5,1.77,87354.0,452861469.0,7.03,53.4,49.84,50.12,50.63,1.0,3.53,-14.82,5.39,12982573906.0,12982573906.0,0.04,0.17,13.99,9.03
671,688265,南模生物,40.91,3.49,1.38,6723.0,27245018.0,6.0,41.25,38.88,38.88,39.53,1.08,0.86,98.35,1.81,3189487317.0,3189487317.0,-0.12,-0.37,-1.75,-0.24
672,300601,康泰生物,13.92,3.49,0.47,128567.0,176405799.8,4.91,13.93,13.27,13.35,13.45,1.08,1.43,237.21,1.71,15547662190.0,12533205454.0,0.07,0.22,-7.57,-5.75
673,002412,汉森制药,6.55,3.48,0.22,102095.0,65822350.7,5.06,6.55,6.23,6.29,6.33,0.95,2.05,29.95,1.46,3295960000.0,3260884750.0,0.15,0.15,-2.38,2.18
674,002999,天禾股份,7.14,3.48,0.24,104537.0,73760344.8,4.93,7.16,6.82,6.85,6.9,0.68,3.04,52.8,2.07,2481806880.0,2454124208.0,0.14,0.28,5.15,4.54
