序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3210,300494,盛天网络,11.37,0.89,0.1,69376.0,78383135.8,3.19,11.41,11.05,11.06,11.27,0.69,1.74,136.22,3.87,5577099564.0,4529217533.0,0.0,0.0,-3.48,-6.65
3211,603327,福蓉科技,9.02,0.89,0.08,81415.0,73216186.0,3.24,9.09,8.8,8.85,8.94,0.63,0.78,86.75,4.5,9430043427.0,9430043427.0,0.0,-0.11,-16.94,-16.94
3212,300856,科思股份,12.45,0.89,0.11,30049.0,37290468.6,3.32,12.52,12.11,12.16,12.34,0.37,0.65,56.99,2.21,5922305926.0,5723708506.0,0.08,0.0,-10.43,-7.64
3213,300933,中辰股份,7.95,0.89,0.07,85887.0,67927784.18,3.17,7.99,7.74,7.78,7.88,0.48,1.57,105.37,2.06,4349369109.0,4349369109.0,0.25,0.13,0.13,-4.1
3214,603120,肯特催化,39.15,0.88,0.34,10455.0,41208025.0,4.9,40.39,38.49,38.49,38.81,0.57,4.63,52.72,3.01,3539160000.0,884790000.0,-0.03,-0.03,-4.54,1.69
3215,300582,英飞特,13.72,0.88,0.12,54168.0,73976826.4,2.79,13.76,13.38,13.38,13.6,0.76,2.45,-39.0,3.09,4095920615.0,3039526920.0,0.15,0.15,-5.77,-14.09
3216,300316,晶盛机电,43.45,0.88,0.38,178341.0,772426640.24,4.06,44.17,42.42,42.77,43.07,0.51,1.45,47.36,3.26,56899243480.0,53511083564.0,0.09,0.02,14.1,18.23
3217,601168,西部矿业,25.3,0.88,0.22,458957.0,1156155738.0,3.15,25.5,24.71,24.81,25.08,0.75,1.93,16.55,3.27,60289900000.0,60289900000.0,-0.04,0.04,-2.24,-8.33
3218,000715,中兴商业,5.73,0.88,0.05,75773.0,43282115.73,3.87,5.78,5.56,5.66,5.68,0.74,1.41,33.95,1.58,3096690384.0,3088432188.0,-0.17,-0.17,-15.98,-8.9
3219,000050,深天马Ａ,8.03,0.88,0.07,177651.0,141916375.53,3.02,8.08,7.84,7.87,7.96,0.61,0.72,117.91,0.72,19735713718.0,19735471011.0,-0.25,-0.12,-8.02,-11.07
3220,600210,紫江企业,6.9,0.88,0.06,167269.0,114926415.0,2.78,6.93,6.74,6.76,6.84,0.69,1.1,8.13,1.57,10465479490.0,10465479490.0,-0.14,0.0,-6.12,-6.12
3221,301023,奕帆传动,38.99,0.88,0.34,10736.0,41789720.42,2.64,39.33,38.31,38.52,38.65,0.77,2.47,39.19,3.58,3047717684.0,1697496479.0,0.31,0.23,-4.74,-9.95
3222,002033,丽江股份,9.15,0.88,0.08,135306.0,122990497.69,2.65,9.16,8.92,8.95,9.07,0.6,2.46,23.55,1.96,5027840006.0,5027743656.0,0.11,-0.11,-0.97,0.0
3223,301332,德尔玛,9.12,0.88,0.08,31122.0,28203585.97,2.77,9.15,8.9,9.0,9.04,1.02,1.17,35.58,1.44,4209450000.0,2415865200.0,-0.11,0.11,-3.08,-2.36
3224,300527,ST应急,8.07,0.88,0.07,72662.0,58486819.54,2.38,8.09,7.9,7.92,8.0,0.53,0.71,767.41,2.82,8205336902.0,8205336902.0,0.12,0.12,1.0,0.0
3225,600258,首旅酒店,16.14,0.88,0.14,148401.0,236520368.0,3.25,16.2,15.68,15.8,16.0,0.89,1.33,17.91,1.5,18021974454.0,18021974454.0,0.0,0.0,-1.22,-3.64
3226,002173,创新医疗,25.1,0.88,0.22,236128.0,589830802.14,5.31,25.47,24.15,24.2,24.88,0.68,5.61,1758.34,6.22,11076237235.0,10563712278.0,0.04,0.04,19.18,16.69
3227,688361,中科飞测,157.09,0.88,1.37,34390.0,538010163.0,3.45,158.38,153.0,154.15,155.72,0.74,1.39,953.13,10.74,55007142900.0,39004041987.0,-0.19,-0.25,-2.61,2.68
3228,688125,安达智能,240.6,0.88,2.1,9322.0,225405949.0,8.39,250.0,230.0,230.0,238.5,0.96,1.14,-176.72,10.81,19759601254.0,19654550482.0,0.25,2.38,118.13,78.16
3229,002898,*ST赛隆,11.51,0.88,0.1,5348.0,6122024.0,2.02,11.53,11.3,11.43,11.41,0.51,0.53,-37.61,4.4,2025760000.0,1165532077.0,0.0,0.0,-13.72,-15.49
3230,600061,国投资本,6.88,0.88,0.06,207560.0,142150558.0,1.76,6.89,6.77,6.78,6.82,0.61,0.32,11.56,0.82,43990619786.0,43990619786.0,0.0,0.15,-8.39,-10.07
3231,601068,中铝国际,5.71,0.88,0.05,131836.0,75007474.0,3.53,5.77,5.57,5.63,5.66,0.7,0.52,107.64,5.84,17060545085.0,14615262709.0,0.0,0.18,1.6,7.94
3232,002394,联发股份,13.8,0.88,0.12,56209.0,76918214.0,3.14,13.86,13.43,13.55,13.68,0.47,1.74,12.71,1.03,4467060000.0,4461341363.0,-0.07,0.22,-13.86,-12.99
3233,603390,通达电气,11.46,0.88,0.1,26978.0,30794293.0,2.46,11.49,11.21,11.21,11.36,0.67,0.77,55.07,2.49,4029931737.0,4016889901.0,0.0,0.26,-11.09,-12.32
3234,600023,浙能电力,5.71,0.88,0.05,1345106.0,760858789.0,3.89,5.73,5.51,5.6,5.66,1.17,1.0,9.22,1.02,76563863997.0,76563863997.0,0.0,0.0,11.09,15.35
3235,601198,东兴证券,12.57,0.88,0.11,166585.0,208773544.0,2.17,12.61,12.34,12.38,12.46,0.66,0.52,19.06,1.37,40631840186.0,40631840186.0,-0.08,-0.08,-10.34,-9.44
3236,301043,绿岛风,53.96,0.88,0.47,11105.0,59692108.0,5.09,55.0,52.28,52.28,53.49,0.83,1.96,44.58,4.38,3669280000.0,3062108590.0,-0.06,0.11,3.55,-17.37
3237,000886,海南高速,5.8,0.87,0.05,92955.0,53745461.66,2.96,5.82,5.65,5.7,5.75,0.54,0.95,-404.65,1.89,5735204140.0,5671454008.0,0.17,0.17,-21.83,-15.45
3238,603988,中电电机,24.32,0.87,0.21,23719.0,57392517.0,3.57,24.49,23.63,24.02,24.11,0.54,1.01,109.4,8.52,5720064000.0,5720064000.0,0.08,0.08,-1.14,0.08
3239,301050,雷电微力,45.32,0.87,0.39,34933.0,157165385.39,3.92,45.61,43.85,44.0,44.93,0.62,1.66,53.61,3.59,11203655590.0,9533771983.0,0.04,-0.11,-4.55,-13.18
3240,001306,夏厦精密,67.31,0.87,0.58,4293.0,28748648.72,2.61,67.45,65.71,66.15,66.73,0.75,2.77,125.47,3.16,4230473886.0,1043305000.0,0.16,-0.01,-14.88,-24.37
3241,002016,世荣兆业,5.79,0.87,0.05,97610.0,56002088.8,2.61,5.81,5.66,5.69,5.74,0.78,1.21,28.32,0.96,4684663709.0,4684663709.0,0.0,0.0,-1.53,0.17
3242,603919,金徽酒,17.49,0.87,0.15,51924.0,90990143.0,4.27,17.78,17.04,17.18,17.34,0.87,1.02,25.03,2.59,8871977348.0,8871977348.0,-0.17,-0.11,-10.58,-13.5
3243,920061,西磁科技,23.22,0.87,0.2,4554.0,10565868.9,3.13,23.5,22.78,22.93,23.02,0.79,1.16,351.95,5.88,1643743800.0,914041368.0,-0.17,-0.26,-20.29,-17.66
3244,300656,民德电子,20.87,0.87,0.18,29436.0,61155004.5,4.06,21.04,20.2,20.3,20.69,0.78,2.21,-239.12,3.65,3571380253.0,2773579006.0,0.05,0.05,-5.99,-5.22
3245,002515,金字火腿,5.79,0.87,0.05,129054.0,74450475.23,2.96,5.82,5.65,5.65,5.74,0.6,1.07,238.8,2.68,7009456010.0,7009372112.0,0.17,-0.17,-6.76,-4.93
3246,000419,通程控股,5.81,0.87,0.05,81109.0,47090129.0,3.13,5.88,5.7,5.73,5.76,1.0,1.49,19.04,0.9,3158215226.0,3158215226.0,0.0,0.0,-13.93,-9.08
3247,600292,电投水电,13.87,0.87,0.12,94208.0,130497093.0,3.05,13.96,13.54,13.56,13.75,0.66,1.21,114.15,3.57,60753460008.0,10829930264.0,0.0,0.22,11.67,6.28
3248,301633,港迪技术,60.5,0.87,0.52,3380.0,20374406.43,3.08,60.86,59.01,59.8,59.98,0.56,1.33,58.23,3.69,3368640000.0,1543393841.0,-0.13,-0.02,-9.44,-13.47
3249,688651,盛邦安全,39.29,0.87,0.34,6657.0,26083027.0,3.03,39.68,38.5,38.5,38.95,0.53,2.05,-67.73,3.15,2962426710.0,1275134398.0,0.15,-0.05,0.18,-10.75
3250,002561,徐家汇,8.09,0.87,0.07,36689.0,29609594.93,2.0,8.11,7.95,7.95,8.02,0.73,0.89,-215.49,1.55,3363522670.0,3352816097.0,-0.12,0.0,-13.29,-7.86
3251,603085,天成自控,10.51,0.86,0.09,35132.0,36840834.0,2.5,10.56,10.3,10.3,10.42,0.65,0.88,62.19,4.68,4173521000.0,4173521000.0,-0.1,-0.19,-0.38,-11.31
3252,920119,美德乐,86.02,0.86,0.73,4519.0,38709437.46,3.49,86.9,83.92,84.39,85.29,0.58,2.38,22.86,3.76,6204043427.0,1632381497.0,0.14,-0.23,105.4,105.4
3253,300602,飞荣达,30.32,0.86,0.26,100740.0,303130339.82,3.76,30.63,29.5,29.56,30.06,0.67,2.55,46.24,4.44,17642099228.0,11988645429.0,-0.2,0.36,-4.02,-8.56
3254,688609,九联科技,8.18,0.86,0.07,39866.0,32505289.0,2.59,8.24,8.03,8.07,8.11,0.54,0.8,-19.51,5.24,4090000000.0,4090000000.0,0.0,0.25,-14.7,-19.88
3255,000860,顺鑫农业,12.89,0.86,0.11,44976.0,57693455.12,2.5,12.93,12.61,12.68,12.78,0.67,0.61,93.15,1.37,9561376488.0,9561376488.0,0.0,0.08,-12.49,-12.01
3256,002026,山东威达,12.88,0.86,0.11,40964.0,52583976.0,2.66,12.95,12.61,12.66,12.77,0.54,0.93,18.52,1.5,5674051374.0,5673561612.0,0.0,-0.08,-8.13,-14.42
3257,300511,雪榕生物,7.06,0.86,0.06,159035.0,112721913.0,3.86,7.18,6.91,6.93,7.0,0.75,2.84,-54.42,3.05,4524379933.0,3953981360.0,0.0,0.43,13.69,13.14
3258,000917,电广传媒,9.33,0.86,0.08,221722.0,205720187.36,2.92,9.36,9.09,9.09,9.25,0.65,1.56,75.08,1.27,13225800634.0,13224895857.0,0.11,0.0,-6.7,-9.24
3259,920961,创远信科,22.26,0.86,0.19,16587.0,36453145.97,3.76,22.32,21.49,21.8,22.07,0.76,1.6,829.6,4.19,3179629708.0,2313934791.0,0.09,0.04,-19.7,-21.51
3260,601059,信达证券,16.43,0.86,0.14,76675.0,125608217.0,2.03,16.53,16.2,16.24,16.29,0.58,0.24,29.52,2.62,53282490000.0,53282490000.0,-0.06,0.0,-7.59,-7.23
3261,688048,长光华芯,229.85,0.86,1.97,157385.0,3545402936.0,10.58,236.0,211.89,213.0,227.88,0.82,8.93,2075.44,13.48,40517944899.0,40517944899.0,-0.06,-0.1,60.73,83.37
3262,603917,合力科技,12.94,0.86,0.11,30844.0,39669662.0,2.26,12.96,12.67,12.73,12.83,0.64,1.51,80.25,1.57,2637689600.0,2637689600.0,0.0,0.08,-11.37,-12.51
3263,301590,优优绿能,172.0,0.86,1.47,3099.0,52944964.26,3.77,173.44,167.01,168.33,170.53,0.51,3.6,43.8,3.72,7233138016.0,1479661132.0,-0.01,0.02,-2.08,-2.99
3264,920261,一诺威,14.13,0.86,0.12,9305.0,13103842.72,2.36,14.23,13.9,13.99,14.01,0.5,0.54,21.62,2.5,4113705729.0,2414167402.0,-0.07,-0.07,-5.61,-5.99
3265,301395,仁信新材,15.5,0.85,0.13,27287.0,42044364.84,4.75,15.62,14.89,15.4,15.37,0.55,2.12,88.04,2.44,3764181789.0,1993950039.0,0.0,-0.26,45.13,26.43
3266,002768,国恩股份,49.68,0.85,0.42,23049.0,113827249.0,3.74,50.2,48.36,48.89,49.26,0.69,1.3,18.25,2.45,14966100000.0,8780846850.0,-0.16,0.1,-3.57,-5.69
3267,002935,天奥电子,17.81,0.85,0.15,31420.0,55710308.58,2.83,17.9,17.4,17.43,17.66,0.53,0.76,372.13,4.77,7553265667.0,7392768626.0,0.06,-0.06,-7.77,-20.31
3268,000166,申万宏源,4.73,0.85,0.04,596171.0,281173301.58,1.92,4.75,4.66,4.66,4.69,0.71,0.26,11.08,1.07,118438937769.0,106592949605.0,0.0,0.0,-9.21,-10.25
3269,688400,凌云光,40.21,0.85,0.34,85712.0,341847998.0,6.72,41.18,38.5,38.98,39.87,0.54,1.86,119.79,4.36,19269854183.0,18535874434.0,-0.02,-0.05,-2.19,-5.12
3270,001268,联合精密,29.54,0.85,0.25,7394.0,21810812.0,3.0,29.77,28.89,29.2,29.29,0.48,1.17,40.16,3.11,3188350686.0,1859050686.0,0.1,0.07,-19.42,-16.86
3271,605259,绿田机械,21.44,0.85,0.18,19807.0,41710330.0,2.54,21.44,20.9,21.2,21.26,0.75,1.15,13.84,2.06,3697971200.0,3697971200.0,0.85,1.08,-0.37,-4.2
3272,002757,南兴股份,20.08,0.85,0.17,72708.0,145653137.0,4.22,20.34,19.5,19.78,19.91,0.61,2.58,48.46,2.97,5932754733.0,5663642734.0,0.05,0.1,28.47,3.13
3273,603237,五芳斋,16.57,0.85,0.14,10235.0,16917273.0,1.83,16.65,16.35,16.45,16.43,0.61,0.52,14.0,1.85,3265491938.0,3247914300.0,0.06,0.12,-1.02,-0.66
3274,603239,浙江仙通,21.33,0.85,0.18,16339.0,34647769.0,2.36,21.4,20.9,21.04,21.15,0.51,0.6,28.55,4.6,5774457600.0,5774457600.0,0.14,0.0,2.3,4.0
3275,000571,新大洲A,5.96,0.85,0.05,182118.0,107288251.91,3.38,5.99,5.79,5.86,5.91,0.82,2.24,-36.73,35.25,5001208840.0,4851394108.0,0.17,0.17,2.94,1.71
3276,688156,路德科技,20.19,0.85,0.17,23929.0,48288472.0,4.35,20.61,19.74,20.02,20.02,0.75,2.38,-28.92,2.67,2033418830.0,2033418830.0,-0.05,0.0,26.58,26.11
3277,002867,周大生,11.84,0.85,0.1,44987.0,53118112.5,1.87,11.88,11.66,11.7,11.74,0.66,0.42,10.93,2.05,12852010893.0,12776506159.0,-0.17,-0.08,-2.95,-2.79
3278,002472,双环传动,36.58,0.85,0.31,115539.0,420990769.32,3.94,36.98,35.55,35.65,36.27,0.67,1.53,25.94,3.23,31077542828.0,27625288941.0,-0.16,-0.11,-12.13,-22.84
3279,600335,国机汽车,5.9,0.85,0.05,112998.0,66322076.0,2.22,5.92,5.79,5.81,5.85,0.74,0.76,20.95,0.76,8825153283.0,8825153283.0,-0.34,0.0,-8.24,-9.37
3280,920419,路斯股份,13.25,0.84,0.11,6309.0,8363463.56,3.88,13.48,12.97,13.06,13.14,0.89,0.65,22.12,2.22,1368809800.0,1280192462.0,0.08,-0.08,-19.99,-17.14
3281,001386,马可波罗,20.29,0.84,0.17,30139.0,60816577.27,2.39,20.35,19.87,20.0,20.12,0.67,3.08,17.12,2.04,24244926800.0,1985603829.0,0.0,0.05,-13.66,-10.73
3282,600782,新钢股份,3.61,0.84,0.03,422774.0,152068231.0,3.07,3.63,3.52,3.54,3.58,0.64,1.34,23.94,0.43,11494319958.0,11355804258.0,0.0,0.0,-4.5,-6.96
3283,000815,美利云,20.29,0.84,0.17,1354574.0,2756197163.07,8.75,20.99,19.23,19.23,20.12,0.6,19.48,327.13,10.45,14106886980.0,14106886980.0,-0.05,-0.05,84.62,81.32
3284,603535,嘉诚国际,8.43,0.84,0.07,27036.0,22644745.0,2.87,8.44,8.2,8.28,8.36,0.65,0.53,21.72,1.64,4307040721.0,4307040721.0,0.12,0.12,-25.53,-21.29
3285,002679,福建金森,10.79,0.84,0.09,32157.0,34614740.0,3.55,10.88,10.5,10.63,10.7,0.62,1.36,-80.7,3.47,2543807240.0,2543807240.0,0.47,0.37,-11.92,-8.25
3286,300825,阿尔特,8.37,0.84,0.07,45528.0,37959065.5,3.01,8.42,8.17,8.22,8.3,0.53,0.94,-20.73,1.98,4168598826.0,4054513374.0,0.12,0.12,-10.67,-13.53
3287,002475,立讯精密,50.61,0.84,0.42,1749811.0,8737181237.92,6.2,51.29,48.18,48.18,50.19,1.1,2.41,24.01,4.61,368743678582.0,367897894131.0,-0.02,0.12,-12.58,-10.5
3288,603886,元祖股份,11.94,0.84,0.1,30284.0,35968839.0,2.28,11.97,11.7,11.8,11.84,0.81,1.26,16.4,1.85,2865600000.0,2865600000.0,-0.08,0.08,-13.73,-14.53
3289,600892,*ST大晟,3.61,0.84,0.03,28783.0,10328253.0,3.07,3.62,3.51,3.54,3.58,0.41,0.51,-22.0,267.37,2019665719.0,2019143525.0,0.28,0.28,9.06,-1.37
3290,688396,华润微,45.7,0.84,0.38,77738.0,353145465.0,3.18,45.99,44.55,44.72,45.32,0.62,0.59,91.78,2.64,60699228076.0,60699228076.0,-0.02,0.02,-16.88,-13.55
3291,300691,联合光电,15.57,0.84,0.13,47192.0,73611800.0,3.37,15.79,15.27,15.4,15.44,0.56,2.14,-128.93,2.6,4189089287.0,3436892528.0,0.0,0.13,-7.98,-9.84
3292,603368,柳药集团,16.77,0.84,0.14,35135.0,58611002.0,2.29,16.84,16.46,16.48,16.63,0.76,0.88,7.74,0.87,6661234423.0,6661234423.0,-0.06,-0.06,-7.45,-5.89
3293,002405,四维图新,9.59,0.84,0.08,689473.0,659917811.45,4.21,9.72,9.32,9.44,9.51,0.49,2.93,-24.07,2.76,22734522126.0,22592613190.0,0.0,0.1,8.98,6.44
3294,300034,钢研高纳,18.09,0.84,0.15,113620.0,204055569.13,3.46,18.21,17.59,17.62,17.94,0.59,1.48,164.87,3.81,14417034675.0,13876056191.0,0.06,0.0,-0.55,-7.61
3295,300959,线上线下,76.92,0.84,0.64,14966.0,114915864.7,4.29,77.77,74.5,74.61,76.28,0.64,2.86,1322.28,5.51,6181891176.0,4027163445.0,0.07,0.08,-26.53,-18.78
3296,601828,美凯龙,2.41,0.84,0.02,114400.0,27450206.0,2.51,2.42,2.36,2.37,2.39,0.59,0.32,-2.5,0.24,10494905742.0,8708407364.0,-0.41,0.0,-14.84,-10.74
3297,603103,横店影视,22.75,0.84,0.19,36941.0,83926486.0,2.93,22.86,22.2,22.22,22.56,0.66,0.58,90.62,11.65,14428050000.0,14428050000.0,0.18,0.13,47.15,37.21
3298,603194,中力股份,32.55,0.84,0.27,9202.0,29810856.0,2.29,32.65,31.91,31.96,32.28,0.58,0.58,14.29,2.47,13052550000.0,5143776018.0,-0.03,-0.06,-10.08,-17.2
3299,600697,欧亚集团,12.05,0.84,0.1,32833.0,39521730.0,2.43,12.14,11.85,11.93,11.95,0.61,2.11,80.8,0.84,1917011304.0,1872280981.0,-0.25,-0.17,-16.14,-8.64
3300,000987,越秀资本,8.47,0.83,0.07,224702.0,189428004.09,2.86,8.5,8.26,8.27,8.4,0.56,0.45,10.59,1.34,42495111953.0,42472181224.0,0.0,-0.12,13.08,4.05
3301,002154,报 喜 鸟,3.63,0.83,0.03,129849.0,46922836.3,2.5,3.64,3.55,3.57,3.6,0.79,1.1,16.84,1.17,5297381436.0,4282574458.0,-0.27,-0.27,-6.92,-5.71
3302,600866,星湖科技,7.31,0.83,0.06,211018.0,154369645.0,3.17,7.38,7.15,7.17,7.25,0.72,1.68,8.97,1.46,12145364823.0,9179673758.0,-0.14,-0.14,6.87,5.18
3303,002484,江海股份,27.83,0.83,0.23,172833.0,477544551.75,5.51,28.22,26.7,27.11,27.6,0.93,2.11,33.19,3.86,23670081278.0,22833743135.0,0.0,0.18,-4.85,-6.3
3304,601990,南京证券,7.26,0.83,0.06,118713.0,85951674.0,2.08,7.29,7.14,7.15,7.2,0.57,0.32,26.24,1.49,31941297792.0,26762981107.0,0.0,0.0,-8.56,-8.33
3305,601330,绿色动力,9.69,0.83,0.08,960657.0,893888949.0,9.37,9.87,8.97,9.16,9.61,0.88,9.71,22.45,1.72,13862363437.0,9584327352.0,-0.1,-0.1,42.92,43.98
3306,300141,和顺电气,13.32,0.83,0.11,47429.0,62801755.0,3.18,13.41,12.99,13.0,13.21,0.56,1.86,-135.58,5.19,3434490072.0,3393120283.0,0.0,-0.08,15.73,5.97
3307,002735,王子新材,14.51,0.83,0.12,77265.0,111451145.0,3.82,14.6,14.05,14.14,14.39,0.6,2.71,230.77,3.2,5444940662.0,4136211038.0,0.07,0.0,-12.17,-19.52
3308,301556,托普云农,81.6,0.83,0.67,9384.0,76209614.22,3.08,81.99,79.5,79.95,80.93,0.56,3.18,57.17,7.05,6958848000.0,2405568000.0,0.0,-0.04,-14.82,-16.77
3309,300279,和晶科技,9.7,0.83,0.08,161214.0,156531249.08,4.68,9.9,9.45,9.54,9.62,0.57,3.31,54.33,4.58,4744265053.0,4723358759.0,0.1,0.1,40.99,34.35
3310,002191,劲嘉股份,3.66,0.83,0.03,89152.0,32483783.72,2.48,3.67,3.58,3.6,3.63,0.61,0.62,27.63,0.8,5313510532.0,5272286862.0,0.0,-0.27,-15.67,-12.65
3311,002217,合力泰,2.43,0.83,0.02,1146144.0,275884494.42,4.98,2.45,2.33,2.37,2.41,0.62,1.57,765.36,9.71,18174939395.0,17688753410.0,-0.41,0.0,-21.36,-20.33
3312,300978,东箭科技,10.87,0.83,0.09,30805.0,33231386.27,3.43,10.89,10.52,10.67,10.78,0.56,1.61,26.41,2.79,4594778773.0,2078554671.0,0.0,0.0,-18.94,-12.97
3313,600512,腾达建设,2.42,0.83,0.02,413431.0,99184012.0,2.08,2.42,2.37,2.38,2.4,0.85,2.6,18.37,0.61,3857022569.0,3841520494.0,0.0,0.41,0.0,0.0
3314,600271,航天信息,8.53,0.83,0.07,136683.0,115654068.0,2.13,8.53,8.35,8.38,8.46,0.64,0.74,-25.9,1.17,15805105962.0,15805105962.0,0.12,0.24,-12.78,-27.03
3315,600352,浙江龙盛,13.3,0.83,0.11,309679.0,412827947.0,2.96,13.48,13.09,13.1,13.19,0.55,0.95,23.23,1.27,43269313738.0,43269313738.0,0.0,-0.08,24.07,24.77
3316,300577,开润股份,18.32,0.83,0.15,13694.0,24952463.0,1.98,18.38,18.02,18.13,18.17,0.85,0.96,11.87,2.02,4393800045.0,2604458971.0,0.05,0.11,-16.23,-14.27
3317,688153,唯捷创芯,33.87,0.83,0.28,31335.0,105355759.0,4.67,34.25,32.68,32.96,33.59,0.66,0.77,324.25,3.62,14574701581.0,13860945049.0,0.03,0.0,-7.59,-10.02
3318,603688,石英股份,42.44,0.83,0.35,95495.0,401652451.0,4.44,42.87,41.0,41.5,42.09,0.73,1.76,149.93,3.95,22988826585.0,22988826585.0,-0.02,0.0,13.35,16.02
3319,603697,有友食品,10.95,0.83,0.09,47131.0,51388023.0,2.85,10.99,10.68,10.69,10.86,0.94,1.1,25.24,2.64,4683228473.0,4683228473.0,-0.09,0.0,-15.18,-10.61
3320,002625,光启技术,39.07,0.83,0.32,127350.0,494702715.81,2.58,39.25,38.25,38.38,38.75,0.52,0.59,104.21,8.82,84179747768.0,84179376603.0,0.0,-0.05,-23.48,-19.87
3321,000819,岳阳兴长,14.66,0.83,0.12,37847.0,55427797.96,2.75,14.76,14.36,14.47,14.54,0.65,1.04,-127.76,2.55,5416936058.0,5358703606.0,-0.14,-0.14,-12.89,-9.67
3322,300986,志特新材,24.4,0.83,0.2,154216.0,374777548.02,3.97,24.67,23.71,23.72,24.2,0.65,3.75,63.97,4.72,10052164990.0,10043870649.0,0.0,-0.04,140.63,118.25
3323,301631,壹连科技,86.6,0.83,0.71,6165.0,53315943.0,4.11,87.55,84.02,85.01,85.89,0.61,2.01,26.84,3.17,7916502628.0,2659096127.0,0.1,-0.17,-18.69,-16.37
3324,688143,长盈通,59.12,0.82,0.48,101384.0,584862626.0,6.72,59.45,55.51,57.66,58.64,1.14,8.28,327.62,5.65,7613521014.0,7234776065.0,0.02,0.12,25.57,17.75
3325,601012,隆基绿能,18.52,0.82,0.15,2075887.0,3819551092.0,3.59,18.74,18.08,18.1,18.37,0.59,2.74,-30.93,2.47,140345749706.0,140345609954.0,0.0,0.05,2.77,1.76
3326,603341,龙旗科技,38.17,0.82,0.31,40103.0,152018901.0,3.41,38.33,37.04,37.32,37.86,0.67,1.51,29.49,3.12,19947284881.0,10161343759.0,0.03,0.05,-8.71,-9.68
3327,600918,中泰证券,6.13,0.82,0.05,167473.0,102304552.0,1.64,6.14,6.04,6.04,6.08,0.53,0.43,28.0,1.11,48539430305.0,24065444065.0,0.0,-0.16,-6.98,-5.69
3328,603317,天味食品,12.36,0.82,0.1,70223.0,86507455.0,2.2,12.41,12.14,12.2,12.26,1.24,0.66,23.1,2.9,13159874854.0,13159874854.0,0.0,0.08,-3.06,-1.28
3329,001308,康冠科技,19.58,0.82,0.16,12823.0,25009386.42,2.32,19.6,19.15,19.25,19.42,0.53,0.26,20.55,1.68,13777978116.0,9724767742.0,0.0,-0.05,-4.44,-6.14
3330,300659,中孚信息,13.53,0.82,0.11,42923.0,57754326.0,2.83,13.58,13.2,13.21,13.42,0.68,2.26,-17.61,2.93,3523108874.0,2575201823.0,0.15,0.22,-13.1,-11.91
3331,600819,耀皮玻璃,7.37,0.82,0.06,39568.0,29052987.0,2.33,7.39,7.22,7.25,7.31,0.51,0.53,43.59,1.94,7198699628.0,5508456414.0,0.0,0.0,-12.05,-8.79
3332,600395,盘江股份,6.17,0.82,0.05,577733.0,356050549.0,4.41,6.29,6.02,6.08,6.12,0.91,2.69,-571.45,1.26,13244675596.0,13244675596.0,0.0,-0.16,30.44,32.4
3333,603030,全筑股份,2.46,0.82,0.02,147507.0,36243040.0,2.87,2.48,2.41,2.43,2.44,0.53,1.12,-27.0,3.66,3239656459.0,3239656459.0,-0.4,0.0,-14.58,-16.89
3334,601179,中国西电,16.07,0.82,0.13,1338320.0,2133712630.0,3.58,16.18,15.61,15.7,15.94,0.58,2.61,65.83,3.64,82372929397.0,82372929397.0,-0.06,0.44,65.67,76.59
3335,300612,宣亚国际,14.82,0.82,0.12,49258.0,72959048.1,2.79,14.92,14.51,14.63,14.7,0.62,2.74,-104.62,5.46,2674335631.0,2665814131.0,0.0,0.0,-7.26,-16.79
3336,600559,老白干酒,13.5,0.82,0.11,54928.0,73943728.0,2.46,13.58,13.25,13.29,13.39,0.65,0.6,23.14,2.34,12349090494.0,12278377494.0,-0.07,0.0,-16.1,-15.84
3337,600261,阳光照明,3.71,0.82,0.03,194576.0,71533338.0,2.99,3.72,3.61,3.62,3.68,0.69,1.46,28.85,1.43,4953046504.0,4953046504.0,0.0,0.27,9.44,10.09
3338,688398,赛特新材,24.89,0.81,0.2,14087.0,34914574.0,4.29,25.07,24.01,24.01,24.69,0.69,0.84,167.39,3.64,4176892974.0,4176892974.0,0.08,0.16,45.98,46.41
3339,301176,逸豪新材,26.26,0.81,0.21,57645.0,148447182.62,7.45,26.83,24.89,25.5,26.05,0.84,10.23,-172.0,2.93,4439690675.0,1479896901.0,0.04,0.46,3.75,4.33
3340,300338,ST开元,3.72,0.81,0.03,78448.0,29296242.0,3.25,3.79,3.67,3.68,3.69,1.02,2.25,-17.69,-38.73,1497763854.0,1299623820.0,0.54,0.27,-2.36,-2.11
3341,003012,东鹏控股,6.23,0.81,0.05,93422.0,57910354.8,2.59,6.26,6.1,6.12,6.18,1.03,0.82,15.49,0.95,7207992614.0,7130298895.0,0.0,-0.16,-8.25,-4.89
3342,301156,美农生物,18.75,0.81,0.15,23831.0,44682001.0,5.32,19.09,18.1,18.5,18.6,0.78,2.67,48.38,3.63,2639712656.0,1672968881.0,0.21,0.05,6.84,7.7
3343,002877,智能自控,8.73,0.81,0.07,87580.0,75938235.0,2.89,8.75,8.5,8.58,8.66,0.56,3.64,137.47,2.56,3106515457.0,2099692912.0,0.11,0.11,-3.75,-4.9
